0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0.7416726350784302,0.5698804259300232,0.6168718934059143,0.5277835726737976,0.5261267423629761,0.407423734664917,0.5133428573608398,0.2704610824584961,0.5303908586502075,0.16336692869663239,0.5919661521911621,0.2644428014755249,0.5817491412162781,0.1782686710357666,0.5969991683959961,0.28364261984825134,0.6135249137878418,0.3792351186275482,0.6628827452659607,0.24787333607673645,0.6485480070114136,0.16531670093536377,0.6606771349906921,0.30500301718711853,0.6759658455848694,0.4172687530517578,0.7305817008018494,0.2491234540939331,0.7186205387115479,0.18861420452594757,0.7209343910217285,0.33504346013069153,0.7266882658004761,0.44198352098464966,0.7985128164291382,0.26449477672576904,0.779616117477417,0.19334499537944794,0.7702394127845764,0.2885245680809021,0.7664713859558105,0.36792996525764465,A
0.5732094049453735,0.6021707653999329,0.4633197784423828,0.5621813535690308,0.37725886702537537,0.45008930563926697,0.36143922805786133,0.32922104001045227,0.38847658038139343,0.23896464705467224,0.44011929631233215,0.3148099482059479,0.4207809567451477,0.2664834260940552,0.43950220942497253,0.36471229791641235,0.45332685112953186,0.45497605204582214,0.501352846622467,0.2963702976703644,0.4738244116306305,0.2712303698062897,0.49494510889053345,0.39392247796058655,0.5118720531463623,0.4939371347427368,0.5607504844665527,0.2931811809539795,0.5297796130180359,0.2833358347415924,0.5440733432769775,0.40857210755348206,0.555822491645813,0.5073114633560181,0.6182924509048462,0.30460935831069946,0.5816739797592163,0.2823720872402191,0.5804421901702881,0.3750905692577362,0.5846514105796814,0.45202410221099854,A
0.632940948009491,0.5047333240509033,0.5227131843566895,0.4649145007133484,0.44201144576072693,0.3585984706878662,0.4263661205768585,0.23860274255275726,0.4487242102622986,0.14613857865333557,0.49740070104599,0.24506385624408722,0.4850534498691559,0.1747901439666748,0.5040042996406555,0.26620352268218994,0.5207971930503845,0.3506135940551758,0.5579175353050232,0.22802242636680603,0.5414149761199951,0.1737949252128601,0.5631009340286255,0.29027411341667175,0.5805587768554688,0.38884007930755615,0.6166225671768188,0.22448280453681946,0.5997247695922852,0.18725436925888062,0.612710177898407,0.30681654810905457,0.6218592524528503,0.40206074714660645,0.6735590696334839,0.23191432654857635,0.6523706912994385,0.18871310353279114,0.6500816345214844,0.2715004086494446,0.6506916284561157,0.3438915014266968,A
0.6746158599853516,0.5750657916069031,0.5746607780456543,0.52723228931427,0.4999801516532898,0.4140879213809967,0.49386319518089294,0.29484692215919495,0.5317543745040894,0.21468821167945862,0.5715020895004272,0.30568909645080566,0.5622242093086243,0.24950681626796722,0.5770716667175293,0.338143914937973,0.588791012763977,0.4173036813735962,0.6307746171951294,0.2986624538898468,0.617189884185791,0.255154550075531,0.6302753686904907,0.3671664893627167,0.6383518576622009,0.45989447832107544,0.6855962872505188,0.30560576915740967,0.6709961891174316,0.27523016929626465,0.6743280291557312,0.3915964365005493,0.6744899749755859,0.48312172293663025,0.7371079325675964,0.3241537809371948,0.7182155251502991,0.28598612546920776,0.7104132175445557,0.3653354346752167,0.7056652307510376,0.4330442547798157,A
0.7357527017593384,0.5722259879112244,0.6500666737556458,0.5299097299575806,0.584662675857544,0.4195369482040405,0.5789350867271423,0.3103060722351074,0.6175442934036255,0.23837783932685852,0.6536787152290344,0.3283631503582001,0.6569172143936157,0.27075785398483276,0.66764897108078,0.35813969373703003,0.6728848218917847,0.43476802110671997,0.711467981338501,0.3295068144798279,0.7111314535140991,0.27994078397750854,0.7178974747657776,0.38907891511917114,0.7187442779541016,0.47781747579574585,0.7626404166221619,0.34151002764701843,0.7632473111152649,0.30169904232025146,0.760285496711731,0.4139215052127838,0.7528662085533142,0.5021324157714844,0.8074331283569336,0.3615022897720337,0.8056893348693848,0.3137442469596863,0.7966668605804443,0.3901956081390381,0.7864251732826233,0.45577487349510193,A
0.8181691765785217,0.5739113092422485,0.7337301969528198,0.5309144258499146,0.6629840731620789,0.42361390590667725,0.6480486392974854,0.3108144700527191,0.6890226602554321,0.23655541241168976,0.7218586802482605,0.32665762305259705,0.729491114616394,0.2616426944732666,0.7393885254859924,0.3478909134864807,0.7451866269111633,0.4224490523338318,0.7767280340194702,0.32559463381767273,0.7812055945396423,0.27580180764198303,0.789235532283783,0.38435396552085876,0.7902167439460754,0.46947425603866577,0.8239040970802307,0.3331311345100403,0.8284752368927002,0.29623305797576904,0.8250148296356201,0.40231895446777344,0.816314160823822,0.48605942726135254,0.8657527565956116,0.3476386070251465,0.8679556250572205,0.3035304844379425,0.8625726103782654,0.3761591613292694,0.8537200093269348,0.440909743309021,A
0.6089891791343689,0.6071444749832153,0.5087519288063049,0.5603720545768738,0.4364702105522156,0.4495013356208801,0.4306786358356476,0.33236587047576904,0.46268215775489807,0.251651406288147,0.4972817599773407,0.3356750011444092,0.49287891387939453,0.2827805280685425,0.5069447159767151,0.37659889459609985,0.5147709250450134,0.4617179036140442,0.5563401579856873,0.3260793685913086,0.5428692698478699,0.292549729347229,0.5572710633277893,0.4099731147289276,0.5662388801574707,0.5027529001235962,0.6122949719429016,0.3306577205657959,0.5950025320053101,0.30640992522239685,0.6006953716278076,0.42438027262687683,0.6036393642425537,0.5173615217208862,0.6652557849884033,0.34788671135902405,0.6444346308708191,0.3083771765232086,0.6366307735443115,0.3897879123687744,0.6314568519592285,0.46101611852645874,A
0.3796558976173401,0.5766376852989197,0.27293336391448975,0.5540809631347656,0.18532642722129822,0.45710596442222595,0.1620960831642151,0.3443288505077362,0.1875200867652893,0.2593753933906555,0.2407868653535843,0.33916544914245605,0.2166258692741394,0.2791837751865387,0.23425912857055664,0.36682775616645813,0.2524537146091461,0.44972237944602966,0.29590803384780884,0.32055389881134033,0.2635456919670105,0.27733078598976135,0.2883935868740082,0.38689911365509033,0.3124264180660248,0.47901827096939087,0.35101190209388733,0.3125256896018982,0.3161557614803314,0.2831260561943054,0.33620285987854004,0.39859068393707275,0.3550446331501007,0.48987123370170593,0.40705329179763794,0.3152177929878235,0.36594709753990173,0.27365341782569885,0.3697037696838379,0.3548542261123657,0.38036394119262695,0.42580559849739075,A
0.2987918555736542,0.5471937656402588,0.19756491482257843,0.509864330291748,0.12494722008705139,0.40799298882484436,0.1137365996837616,0.2990325689315796,0.13315778970718384,0.21469125151634216,0.18474382162094116,0.2873735725879669,0.15568095445632935,0.23292286694049835,0.16586950421333313,0.3237643539905548,0.17951518297195435,0.4116497337818146,0.24150750041007996,0.2789961099624634,0.20195844769477844,0.24296027421951294,0.21742737293243408,0.35586756467819214,0.23462148010730743,0.4492035210132599,0.29831796884536743,0.27994176745414734,0.25256219506263733,0.25396794080734253,0.26579225063323975,0.37038084864616394,0.28179439902305603,0.45924127101898193,0.35696157813072205,0.2907048463821411,0.3052697479724884,0.25199827551841736,0.30390429496765137,0.3347415626049042,0.3135799467563629,0.4035634696483612,A
0.37655097246170044,0.38087835907936096,0.27227190136909485,0.36023473739624023,0.18555954098701477,0.2724984586238861,0.16140301525592804,0.1652497947216034,0.19118206202983856,0.08731413632631302,0.23882682621479034,0.16310206055641174,0.2194354236125946,0.09462898224592209,0.23838965594768524,0.1746409386396408,0.2580687701702118,0.24696925282478333,0.29389330744743347,0.1447807252407074,0.272456556558609,0.09495321661233902,0.29636839032173157,0.1967107653617859,0.3186015784740448,0.2817192077636719,0.3465612828731537,0.13849051296710968,0.32274168729782104,0.09569387137889862,0.34060630202293396,0.2016601860523224,0.35731199383735657,0.28945645689964294,0.39921796321868896,0.1413237750530243,0.37178316712379456,0.09382355213165283,0.37296780943870544,0.16429680585861206,0.37951356172561646,0.2320229411125183,A
